repo,title,body,labels,url
microsoft/vscode,"Remote connection locks other windows, no2","
Type: <b>Bug</b>

Hi,
Very nice editor.
I use the Remote-SSH function (is it an extension? I don't know) very often and in multiple editor windows.

I move my computer between work and home - so I naturally lose the connection always.

Every Remote-SSH vscode window will then pop up a dialogue about reconnecting. My job then is to find in which order to press the dialogues - becuase they all lock each other and only the latest (or first?) dialogue can be pressed. All the other dialogues refuse interaction until it is the top-most.

So the bug is that I have X number of ""remote session lost""-windows, but I must press them in correct order.

Regards
Kjell

VS Code version: Code 1.121.0 (f6cfa2ea2403534de03f069bdf160d06451ed282, 2026-05-19T11:51:53+02:00)
OS version: Linux x64 6.8.0-124-generic
Modes:
Remote OS version: Linux x64 6.8.0-124-generic
Connection to 'ssh-remote+tvacts1' could not be established
Remote OS version: Linux x64 6.17.0-35-generic
Connection to 'ssh-remote+hqts1' could not be established

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|AMD Ryzen 5 5625U with Radeon Graphics (12 x 2414)|
|GPU Status|2d_canvas: enabled<br>GPU0: VENDOR= 0x1002 [Google Inc. (AMD)], DEVICE=0x15e7 [ANGLE (AMD, AMD Radeon Graphics (radeonsi renoir ACO), OpenGL ES 3.2 Mesa 25.2.8-0ubuntu0.24.04.1)], DRIVER_VENDOR=Mesa, DRIVER_VERSION=25.2.8 *ACTIVE*<br>Machine model name: <br>Machine model version: <br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>trees_in_viz: disabled_off<br>video_decode: enabled<br>video_encode: disabled_software<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: disabled_off<br>webnn: disabled_off|
|Load (avg)|3, 2, 1|
|Memory (System)|30.66GB (11.20GB free)|
|Process Argv|--crash-reporter-id 8d409cf6-c903-45aa-9621-a0e82b28374a|
|Screen Reader|no|
|VM|0%|
|DESKTOP_SESSION|ubuntu|
|XDG_CURRENT_DESKTOP|ubuntu:GNOME|
|XDG_SESSION_DESKTOP|ubuntu|
|XDG_SESSION_TYPE|wayland|

|Item|Value|
|---|---|
|Remote|SSH: tvacts1|
|OS|Linux x64 6.8.0-124-generic|
|CPUs|12th Gen Intel(R) Core(TM) i7-12700T (20 x 800)|
|Memory (System)|31.02GB (28.01GB free)|
|VM|0%|

Connection to 'ssh-remote+tvacts1' could not be established

|Item|Value|
|---|---|
|Remote|SSH: ts1.prod.unibap.net|
|OS|Linux x64 6.17.0-35-generic|
|CPUs|12th Gen Intel(R) Core(TM) i5-1235U (12 x 726)|
|Memory (System)|15.30GB (10.95GB free)|
|VM|0%|

Connection to 'ssh-remote+hqts1' could not be established
</details><details><summary>Extensions (9)</summary>

Extension|Author (truncated)|Version
---|---|---
project-manager|ale|13.1.0
remote-ssh|ms-|0.124.0
remote-ssh-edit|ms-|0.87.0
remote-explorer|ms-|0.5.0
black-formatter|ms-|2026.6.0
debugpy|ms-|2026.6.0
python|ms-|2026.4.0
vscode-pylance|ms-|2026.2.1
vscode-python-envs|ms-|1.30.0

(1 theme extensions excluded)

</details><details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
pythonvspyt551:31249599
binariesv615:30325510
nativeloc1:31344060
dwcopilot:31170013
dwoutputs:31242946
copilot_t_ci:31333650
e5gg6876:31282496
pythonrdcb7:31342333
6518g693:31463988
aj953862:31281341
6abeh943:31336334
envsactivate1:31505457
cloudbuttont:31379625
3efgi100_wstrepl:31403338
56b7f661:31457055
ec5jj548:31422691
cp_cls_t_966_ss:31526232
inlinechat_v2_hd992725:31505030
4je02754:31466945
8hhj4413:31478653
ge8j1254_inline_auto_hint_haiku:31490510
38bie571_auto:31478678
cp_cls_t_1081:31454832
conptydll_true:31498968
ia-use-proxy-models-svc:31452481
e9c30283:31461165
test_treatment2:31471001
c9b86496:31447327
rl_b_xe_098a3278:31529126
idci7584:31464702
e3e4d672:31494082
ei9d7968:31496641
nes-extended-on:31455476
chat:31457767
8hig5102:31480529
89g7j272:31518289
7e187181:31503455
i2gc6536:31499202
52612955:31516516
ghj88844:31499326
ec1eg703:31520046
ddid_t:31478206
hmra_i5g22:31518061
7df3h592:31512476
pro_large_t:31499376
cp_cls_t_1082:31516087
logging_enabled_new:31498466
db5d2638:31499441
jb_cp_cls_c_632:31524806
56dj4588:31512888
32d76977:31512328
ha629193:31508444
cdk-lw-on:31524445
nes-charagree-1:31521370
2cfga817_c:31522397
api_cot_ctrl:31513533
hgf2d445:31517210
prpt_ctrl:31518467
95db8703:31523165
61138546:31518536
gf14b233:31526830

```

</details>

<!-- generated by issue reporter -->",,https://github.com/microsoft/vscode/issues/320549
microsoft/vscode,Getting a lot of errors in console window with agent discovery,"Not sure what I did to get this,
I was working on around 6-8 agent host sessions

<img width=""1494"" height=""1685"" alt=""Image"" src=""https://github.com/user-attachments/assets/e799c59e-16cf-4eeb-aa4b-3d2375c36af0"" />",,https://github.com/microsoft/vscode/issues/320548
microsoft/vscode,User message bubble is clipped,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->

Version: 1.123.0
Commit: 6a44c352bd24569c417e530095901b649960f9f8
Date: 2026-06-03T11:29:03+02:00
Electron: 42.2.0
ElectronBuildId: 14159160
Chromium: 148.0.7778.97
Node.js: 24.15.0
V8: 14.8.178.14-electron.0
OS: Darwin arm64 25.5.0

When pasting and sending a long message (around 50 lines) in Copilot Chat, the user message bubble is sometimes clipped.

Navigating back to the session list and then reopening the session restores the message bubble to the correct layout.

This issue occurs rarely and is difficult to reproduce consistently.

<img width=""911"" height=""232"" alt=""Image"" src=""https://github.com/user-attachments/assets/cd536a3c-8de9-43a1-9a44-2d35726c5886"" />



",,https://github.com/microsoft/vscode/issues/320539
microsoft/vscode,"BYOK dialog shows up, despite being signed in","BYOK dialog shows up in Sessions Window, despite being signed in:

<img width=""2028"" height=""1204"" alt=""Image"" src=""https://github.com/user-attachments/assets/9bf90bda-9d31-4309-a557-b386a208b40e"" />

I used:
`code-insiders --transient`
on Windows.
This was right after signing in. But it persists after reload windows. I've seen it where it only appears when switching when Copilot CLI to Copilot CLI (Local Agent Host)",bug model-byok agents-window,https://github.com/microsoft/vscode/issues/320537
microsoft/vscode,Unable to run,"I'm completing my tasks and I get them wrong and it says that it's unable the run java.
 My Java labs are failing with:

Status: FAILED!
Reason: Unable to run Payroll.java
Error: /bin/sh: javac: not found

The same error is occurring in multiple Java assignments. The grader cannot compile the program because javac is not found. Can you check whether the Java compiler is available in the lab environment for my account?

Version: 1.123.0
Commit: 6a44c352bd24569c417e530095901b649960f9f8
User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0
Embedder: codespaces

<!-- generated by web issue reporter -->",,https://github.com/microsoft/vscode/issues/320533
microsoft/vscode,GitHub Copilot GPT-5.5 (Xhigh) frequently regenerates or duplicates output,"When using GPT-5.5 Xhigh requiring complex reasoning, I often see one of the following anomalies:

* Sometimes a long response will be almost finished; then it will stall, and then the entire response (after any reasoning) will be cleared and a _new_ response generated in its place.
* Sometimes after a long response, a second virtually (but not quite) identical response content block will be generated _after_ the first response content (but as part of the same turn).

I can only guess that this is related to some process in the GPT-5.5 ""reasoning"" process, but I don't know if it's a bug on the provider's part, or if it is a bug in how GitHub Copilot responds to the events in the streaming API.

```
Version: 1.123.0 (user setup)
Commit: 6a44c352bd24569c417e530095901b649960f9f8
Date: 2026-06-03T11:29:03+02:00
Electron: 42.2.0
ElectronBuildId: 14159160
Chromium: 148.0.7778.97
Node.js: 24.15.0
V8: 14.8.178.14-electron.0
OS: Windows_NT x64 10.0.26200
```",,https://github.com/microsoft/vscode/issues/320532
microsoft/vscode,Skills contributed by VS Code Client do not contain descriptions,"The client customizations sent from client to agent host are missing the skill descriptions.
See below.

<img src=""https://github.com/user-attachments/assets/d35c69c3-0f4c-46d4-87d5-173a9b5110ae"" alt=""Image"" width=""524"" height=""156"">

",agent-host,https://github.com/microsoft/vscode/issues/320531
microsoft/vscode,Copilot tool list showing wrong name for tools,"
Type: <b>Bug</b>

In the latest version of VSCode, the name of the mcp server in the copilot tools list no longer shows the name and instead shows the command.

This means that the below config now produces two tools called ""mcp-oauth-proxy"" in the copilot tools list. Previously they showed as ""myMCP1"" and ""myMCP2"" in the tools list.

I tried adding a ""name"": ""myMCP1"" json paramater but there was no change.

```
""myMCP1"": {
    ""type"": ""stdio""
    ""command"": ""mcp-oauth-proxy"",
    ""args"": [
        ""https://mymcp1.mcp.xyz.zone/""
    ]
},
""myMCP2"": {
    ""type"": ""stdio""
    ""command"": ""mcp-oauth-proxy"",
    ""args"": [
        ""https://mymcp2.mcp.xyz.zone/""
    ]
}
``` 

VS Code version: Code 1.123.0 (6a44c352bd24569c417e530095901b649960f9f8, 2026-06-03T11:29:03+02:00)
OS version: Windows_NT x64 10.0.26200
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|11th Gen Intel(R) Core(TM) i9-11950H @ 2.60GHz (16 x 2611)|
|GPU Status|2d_canvas: enabled<br>GPU0: VENDOR= 0x8086, DEVICE=0x9a60 [Intel(R) UHD Graphics], DRIVER_VENDOR=Intel, DRIVER_VERSION=32.0.101.7084 *ACTIVE*<br>GPU1: VENDOR= 0x10de, DEVICE=0x25b8 [NVIDIA RTX A2000 Laptop GPU], DRIVER_VERSION=32.0.15.8195<br>GPU2: VENDOR= 0x1414, DEVICE=0x008c [Microsoft Basic Render Driver], DRIVER_VERSION=10.0.26100.8328<br>Machine model name: <br>Machine model version: <br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>trees_in_viz: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|63.73GB (33.72GB free)|
|Process Argv|--crash-reporter-id 4200918a-5d85-4893-87e9-de219697b6e5|
|Screen Reader|no|
|VM|0%|
</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
binariesv615:30325510
nativeloc1:31344060
dwcopilot:31170013
dwoutputs:31242946
copilot_t_ci:31333650
e5gg6876:31282496
pythonrdcb7:31342333
6518g693:31463988
aj953862:31281341
6abeh943:31336334
envsactivate1:31505457
cloudbuttont:31379625
3efgi100_wstrepl:31403338
ec5jj548:31422691
cp_cls_t_966_ss:31526232
inlinechat_v2_hd992725:31505030
4je02754:31466945
8hhj4413:31478653
ge8j1254_inline_auto_hint_haiku:31490510
38bie571_auto:31478677
cp_cls_t_1081:31454832
conptydll_true:31498968
ia-use-proxy-models-svc:31452481
e9c30283:31461165
test_treatment2:31471001
c9b86496:31447327
idci7584:31464702
e3e4d672:31494082
ei9d7968:31496641
nes-extended-on:31455476
chat:31457767
8hig5102:31480529
89g7j272:31518289
7e187181:31503455
i2gc6536:31499202
52612955:31516516
ghj88844:31499326
ddid_c:31478207
hmra_i5g22:31518061
7df3h592:31512476
pro_large_t:31499376
cp_cls_t_1082:31516087
logging_enabled_new:31498466
db5d2638:31499441
jb_cp_cls_c_632:31524806
748c7209:31512887
32d76977:31512328
ha629193:31508444
cdk-lw-on:31524445
nes-charagree-0:31521369
31fi7170_t:31522396
api_cot_ctrl:31513533
hgf2d445:31517210
prpt_srch:31518468
95db8703:31523165
61138546:31518536
gf14b233:31526830

```

</details>

<!-- generated by issue reporter -->",,https://github.com/microsoft/vscode/issues/320530
microsoft/vscode,Chat participant stops after preamble without calling MCP tool in 1.123 (works in <=1.122),"**Title:** Chat participant stops after preamble without calling MCP tool in 1.123 (works in <=1.122)

Related: #319330 (tool virtualization for large MCP servers) — same underlying tool-virtualization system, different symptom.

### Version
- VS Code: 1.123 (regressed from 1.122)
- OS: Windows
- Model: Claude Opus 4.8, Opus 4.6

### Describe the bug

I invoke a chat participant with `@my-chat-participant generate ...`. The participant uses a custom MCP server tool.

- **<=1.122:** After the preamble, the participant calls the custom MCP tool correctly and produces the full response.
- **1.123:** The participant emits only the preamble string, then stops — the MCP tool is never called.

The MCP server is running and its tools are discovered (visible in the MCP log), but in 1.123 they appear to be deferred behind `tool_search`, so the model halts after the preamble instead of invoking them.

### Steps to Reproduce
1. Configure an MCP server exposing custom tools.
2. Use a chat participant that calls one of those tools.
3. Send `@my-chat-participant generate ...`.
4. **<=1.122:** preamble -> tool call -> response.
5. **1.123:** preamble only, then stops.

### Expected
After the preamble, the participant calls the MCP tool and completes the response (as in <=1.122).

### Actual
Only the preamble is generated; no tool call; generation stops.

### Expected behavior proof (1.122 debug trace)

Captured from the chat debug tool on 1.122. After the preamble, the MCP tools are called **directly** — there is **no `tool_search`**, because the tools were active (not deferred):

```
Sure, let me gather the configuration details first.
🛠️ mcp_myserver_get_overview (toolu_01NcR2YAcTkyYgVSbbtG9hPr)
🛠️ mcp_myserver_list_items (toolu_01KNiYpZUb3skfRdyfREvXrS) {
  ""subscription"": ""<redacted>"",
  ""resourceGroup"": ""<redacted>"",
  ""instance"": ""<redacted>""
}
🛠️ mcp_myserver_list_sources (toolu_016cSYoAXH36gyfgykMUJNF4) {
  ""subscription"": ""<redacted>"",
  ""resourceGroup"": ""<redacted>"",
  ""namespace"": ""<redacted>""
}
```

In 1.122 the tools were active (schemas sent directly), so the model called them immediately with no `tool_search` step. In 1.123 the same setup defers these tools, and the model stops after the preamble without issuing the `tool_search` needed to load and call them.

### Actual behavior (1.123 debug trace)

Captured from the chat debug tool on 1.123. The model emits only the preamble — no tool call, no `tool_search` — then stops:

```
Sure, let me gather the configuration details first.
```

### The two paths side by side

|                | 1.122 (working)                  | 1.123 (broken)                          |
| -------------- | -------------------------------- | --------------------------------------- |
| Tool state     | **Active** — schemas sent directly | **Deferred** — behind virtualization    |
| After preamble | Calls MCP tool directly          | Should call `tool_search` first...      |
| Actual result  | Full response                    | ...but stops at the preamble            |

### Additional context
- **Configure Tools** shows only ~86 selected tools — below the default `virtualTools` threshold of 128 — yet the MCP tools are still deferred.
- `virtualTools.threshold` appears capped at 128, so it can't be raised above the tool count as a workaround.

### Questions
1. Did tool-grouping / virtual-tools deferral change between 1.122 and 1.123?
2. Is deferral now applied per-MCP-server rather than on the global total?
3. In a chat-participant flow, why does the model stop after the preamble instead of issuing a `tool_search` to load and then call the deferred tool?
",,https://github.com/microsoft/vscode/issues/320529
microsoft/vscode,Delete action missing on agent host sessions,"We have ""archive"" but no ""delete""",bug agent-host,https://github.com/microsoft/vscode/issues/320522
microsoft/vscode,Opus 4.7 image attachment does not work with Copilot CLI through Agent Host,"Simple prompt to Opus 4.7 with attached image -> model says it does not see the image.
Logs attached.

[ah-logs-why-are-we-getting-these-errors-do-we-pu.zip](https://github.com/user-attachments/files/28729204/ah-logs-why-are-we-getting-these-errors-do-we-pu.zip)

",bug chat-vision copilot-cli-agent agent-host,https://github.com/microsoft/vscode/issues/320516
microsoft/vscode,Hovering over issues makes them jump around,"This doesn't happen on all sessions. Running from source on 868350b669c208536c2dd73ad7d364b514854dce . I also noticed this warning in dev tools:

```
Measuring item node that is not in DOM! Add ListView to the DOM before measuring row height! Error
    at _ListView.probeDynamicHeightForItem (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/list/listView.js:1216:120)
    at _ListView.probeDynamicHeight (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/list/listView.js:1188:23)
    at _ListView._rerender (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/list/listView.js:1146:27)
    at _ListView._splice (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/list/listView.js:487:12)
    at _ListView.splice (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/list/listView.js:398:19)
    at vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/list/splice.js:6:39
    at Array.forEach (<anonymous>)
    at CombinedSpliceable.splice (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/list/splice.js:6:22)
    at vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/list/listWidget.js:1208:59
    at EventBufferer.bufferEvents (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/common/event.js:1080:15)
    at TreeNodeList.splice (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/list/listWidget.js:1208:24)
    at TreeNodeList.splice (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/tree/abstractTree.js:1824:11)
    at UniqueContainer.value (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/tree/abstractTree.js:2398:110)
    at Emitter._deliver (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/common/event.js:792:16)
    at Emitter._deliverQueue (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/common/event.js:801:12)
    at Emitter.fire (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/common/event.js:821:12)
    at IndexTreeModel.spliceSimple (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/tree/indexTreeModel.js:176:38)
    at IndexTreeModel.spliceSmart (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/tree/indexTreeModel.js:70:19)
    at IndexTreeModel.splice (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/tree/indexTreeModel.js:62:12)
    at ObjectTreeModel._setChildren (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/tree/objectTreeModel.js:64:16)
    at ObjectTreeModel.setChildren (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/tree/objectTreeModel.js:29:10)
    at WorkbenchObjectTree.setChildren (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/base/browser/ui/tree/objectTree.js:25:16)
    at vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/workbench/contrib/chat/browser/widget/chatListWidget.js:351:18
    at ChatListWidget._withPersistedAutoScroll (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/workbench/contrib/chat/browser/widget/chatListWidget.js:514:5)
    at ChatListWidget.refresh (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/workbench/contrib/chat/browser/widget/chatListWidget.js:350:10)
    at AgentSessionHoverWidget.render (vscode-file://vscode-app/Users/alex/src/vscode.worktrees/agents-render-keybindings-for-actions/out/vs/workbench/contrib/chat/browser/agentSessions/agentSessionHoverWidget.js:109:16)
```

https://github.com/user-attachments/assets/1a9e1c7d-8dca-4c59-a81a-d05a6e581e6f",agent-host,https://github.com/microsoft/vscode/issues/320509
tensorflow/tensorflow,Enhancement: Add AutoML capabilities and automated hyperparameter tuning,"## Problem Statement
No AutoML:
- Manual tuning required
- Time-consuming
- Suboptimal models

**Business Impact:** Manual work
**Technical Impact:** No AutoML

## Root Cause Analysis
No automation. Manual only.

## Solution Overview
1. AutoML: automated pipeline
2. HPO: hyperparameter optimization
3. NAS: neural architecture search
4. Ensemble: ensemble methods
5. Monitoring: performance monitoring

## Type of Change
- Feature: AutoML

## Testing Done
- AutoML test: works
- HPO test: optimizes
- NAS test: finds architectures

## Related Issue
Relates to automation

## Suggested Labels
feature, automl, ml, gssoc26",,https://github.com/tensorflow/tensorflow/issues/120669
tensorflow/tensorflow,"Bug: Memory usage grows unbounded during training, OOM crashes","## Problem Statement
Memory leak:
- Unbounded growth
- OOM crashes
- Cannot train

**Business Impact:** Cannot train
**Technical Impact:** Memory leak

## Root Cause Analysis
No cleanup. Accumulation of tensors.

## Solution Overview
1. Cleanup: proper cleanup
2. Profiling: memory profiling
3. Optimization: optimize usage
4. Monitoring: memory monitoring
5. Testing: memory tests

## Type of Change
- Bug fix: Memory management

## Testing Done
- Leak test: no leak
- Profiling test: stable
- Training test: completes

## Related Issue
Relates to stability

## Suggested Labels
bug, memory, stability, gssoc26",type:bug,https://github.com/tensorflow/tensorflow/issues/120668
tensorflow/tensorflow,Security: TensorFlow models vulnerable to adversarial attacks,"## Problem Statement
Adversarial weak:
- Models fooled easily
- Security risk
- Real-world risk

**Business Impact:** Security risk
**Technical Impact:** No robustness

## Root Cause Analysis
No adversarial training. Vulnerable models.

## Solution Overview
1. Training: adversarial training
2. Detection: detect attacks
3. Robustness: improve robustness
4. Evaluation: evaluate robustness
5. Guidelines: security guidelines

## Type of Change
- Security fix: Adversarial robustness

## Testing Done
- Attack test: robust
- Detection test: detects
- Robustness test: improved

## Related Issue
Relates to security

## Suggested Labels
security, adversarial, critical, gssoc26",,https://github.com/tensorflow/tensorflow/issues/120667
tensorflow/tensorflow,Enhancement: Add better model compression and quantization support,"## Problem Statement
No compression:
- Models too large
- Slow inference
- Mobile unusable

**Business Impact:** Limited deployment
**Technical Impact:** No compression

## Root Cause Analysis
No compression support. Size issues.

## Solution Overview
1. Quantization: 8-bit quantization
2. Pruning: model pruning
3. Distillation: knowledge distillation
4. Tools: compression tools
5. Documentation: compression guide

## Type of Change
- Feature: Model compression

## Testing Done
- Compression test: effective
- Quality test: maintained
- Size test: smaller

## Related Issue
Relates to deployment

## Suggested Labels
feature, compression, deployment, gssoc26",,https://github.com/tensorflow/tensorflow/issues/120666
tensorflow/tensorflow,"Bug: Model serving performance inconsistent, latency spikes","## Problem Statement
Serving slow:
- Latency spikes
- Inconsistent perf
- Production issues

**Business Impact:** Slow inference
**Technical Impact:** Performance

## Root Cause Analysis
No optimization. Resource contention.

## Solution Overview
1. Batching: batch requests
2. Caching: cache models
3. Profiling: identify bottlenecks
4. Optimization: optimize ops
5. Testing: load test

## Type of Change
- Bug fix: Performance

## Testing Done
- Latency test: stable
- Throughput test: improved
- Load test: handles

## Related Issue
Relates to serving

## Suggested Labels
bug, serving, performance, gssoc26",type:bug type:performance,https://github.com/tensorflow/tensorflow/issues/120665
langchain-ai/langchain,feat(langchain): add custom message param to ToolCallLimitMiddleware,"### Submission checklist

- [x] This is a feature request, not a bug report or usage question.
- [x] I added a clear and descriptive title that summarizes the feature request.
- [x] I used the GitHub search to find a similar feature request and didn't find it.
- [x] I checked the LangChain documentation and API reference to see if this feature already exists.
- [x] This is not related to the langchain-community package.

### Package (Required)

- [x] langchain
- [ ] langchain-openai
- [ ] langchain-anthropic
- [ ] langchain-classic
- [ ] langchain-core
- [ ] langchain-model-profiles
- [ ] langchain-tests
- [ ] langchain-text-splitters
- [ ] langchain-chroma
- [ ] langchain-deepseek
- [ ] langchain-exa
- [ ] langchain-fireworks
- [ ] langchain-groq
- [ ] langchain-huggingface
- [ ] langchain-mistralai
- [ ] langchain-nomic
- [ ] langchain-ollama
- [ ] langchain-openrouter
- [ ] langchain-perplexity
- [ ] langchain-qdrant
- [ ] langchain-xai
- [ ] Other / not sure / general

### Feature Description

`ToolCallLimitMiddleware` blocks a tool call once a thread/run limit is hit and injects an error `ToolMessage` back to the model. That message is currently hardcoded , e.g. `""Tool call limit exceeded. Do not call '<tool>' again.""` (or an all-tools variant). 

I'd like an optional `message` parameter so callers can customize the content of that error `ToolMessage` without subclassing the middleware. Scope would be intentionally narrow: the override applies only to the blocked-call `ToolMessage` (the model-facing signal) in the `'continue'` and `'end'` exit behaviors. 

The `'end'` summary `AIMessage` and the `ToolCallLimitExceededError` would keep their thread/run diagnostic detail. 
The default (`message=None`) stays exactly as it is today.

### Use Case

The blocked-call `ToolMessage` is the model's only signal about what happened, and it drives what the model does next. A fixed ""do not call X again"" string works generically but can't carry domain context. 

Concrete example: in a human-handoff flow, once a conversation is handed to a human we want to tell the model something specific , e.g. ""This conversation was already handed off to a human; tell the user to wait for an agent instead of calling 'handoff' again."" Today the only ways to change that text are to subclass the middleware or monkeypatch the internal helper that builds the message , both brittle and not per-instance.

### Proposed Solution

Add `message: str | None = None` (keyword-only) to `ToolCallLimitMiddleware.__init__`. When set, it replaces the auto-generated `ToolMessage` content for blocked calls; when `None`, behavior is unchanged.
 
```python
limiter = ToolCallLimitMiddleware(
    tool_name=""handoff"",
    run_limit=1,
    message=(
        ""This conversation was already handed off to a human. ""
        ""Tell the user to wait for an agent instead of calling 'handoff' again.""
    ),
)
```

### Alternatives Considered

1. Subclassing `ToolCallLimitMiddleware` and overriding `after_model` , duplicates non-trivial limit/counting logic and is fragile across releases.

### Additional Context

Affects `langchain.agents.middleware.tool_call_limit.ToolCallLimitMiddleware` (langchain `1.3.x`). 

From my end a GitHub search didn't surface an existing request for a customizable blocked-call message. Happy to adjust scope or naming per maintainer preference.",langchain feature request external,https://github.com/langchain-ai/langchain/issues/37970
